timestamp,total_power_w,3V7_WL_SW,3V3_SYS,1V8_SYS,DDR_VDD2,DDR_VDDQ,1V1_SYS,0V8_SW,VDD_CORE,3V3_DAC,3V3_ADC,0V8_AON,HDMI
1784698866.916258661,6.813569,0.000000,0.217162,0.397178,0.331525,0.020406,0.215491,0.294071,5.292814,0.000807,0.000606,0.003215,0.040294
1784698867.413718786,6.634619,0.000000,0.201462,0.391047,0.264152,0.012949,0.233039,0.346015,5.144704,0.000809,0.001413,0.002874,0.036155
1784698867.902309462,6.506397,0.000000,0.233694,0.344271,0.127435,0.002367,0.217646,0.365555,5.173068,0.000000,0.000606,0.002924,0.038831
1784698868.394472577,6.708979,0.000000,0.216920,0.401632,0.279395,0.020356,0.217574,0.342746,5.184667,0.000000,0.001213,0.003215,0.041261
1784698868.906081031,6.916964,0.003616,0.207149,0.382077,0.230499,0.020588,0.230805,0.328241,5.469845,0.000808,0.001414,0.003557,0.038365
1784698869.355449342,6.504422,0.000000,0.230706,0.340804,0.231493,0.010653,0.213915,0.352867,5.080033,0.000808,0.000606,0.003120,0.039417
1784698869.846814957,5.600608,0.166302,0.217041,0.351763,0.097293,0.022194,0.219144,0.365555,4.119108,0.000808,0.000606,0.002679,0.038115
1784698870.391361470,6.155521,0.180717,0.204597,0.371312,0.125068,0.007402,0.215419,0.365388,4.642976,0.000000,0.001212,0.002680,0.038750
1784698870.957266485,7.174837,0.187993,0.207497,0.385181,0.281825,0.013645,0.239635,0.291084,5.524536,0.000000,0.001212,0.002874,0.039355
1784698871.485503819,7.750561,0.184470,0.224082,0.393655,0.330449,0.020369,0.215491,0.353058,5.985275,0.000808,0.000606,0.002923,0.039375
1784698871.992178576,6.883093,0.184470,0.203969,0.370004,0.357478,0.018631,0.299912,0.321372,5.080033,0.000000,0.001212,0.002875,0.043137
1784698872.493918599,6.723884,0.213460,0.204369,0.396163,0.307176,0.023630,0.216568,0.371732,4.946110,0.000808,0.000606,0.002679,0.040583
1784698873.121075331,7.042564,0.209737,0.255699,0.392004,0.314930,0.010653,0.230805,0.318932,5.264163,0.000808,0.000606,0.003020,0.041207
